Title,Author,Discount,Price before,Price now,Editorial,Year
 LA NIÑA QUE SE ABURRÍA CON TODO  ,Leonardo Padron,20,25000,20000,EDITORIAL PLANETA DE VENEZUELA,2013
 COSAS BONITAS  ,Hunter Biden,20,59000,47200,EDICIONES B,2021
 EL MANUSCRITO  ,John Grisham,20,67000,53600,PLAZA & JANES,2021
 METAMORFOSIS I LAS DIOSAS DEL DESEO ,Bechara Navratilova Eduardo,40,30000,18000,ESCARABAJO,0
 EN ESAS ANDABA CUANDO LA VI  ,Fernando Quiroz,20,56000,44800,ALFAGUARA,2021
 LAS INSEPARABLES  ,Simone De Beauvoir,20,56000,44800,LUMEN,2021
 GINGER  ,Ximena Renzo,30,82900,58030,SIN FRONTERAS GRUPO EDITORIAL,2021
 OSO SE SIENTE TRISTE  ,Garry Fleming,30,25900,18130,SIN FRONTERAS GRUPO EDITORIAL,0
 EN EL JARDÍN DE LAS BESTIAS ,Erik W. Larson,20,59000,47200,BOOKET PAIDOS,2021
 DESCIFRAR EL FUTURO  ,Fedesarrollo,20,85000,68000,DEBATE,2021
 MÁXIMO DESEMPEÑO ,Pablo Jacobsen,20,55000,44000,GRUPO PLANETA,0
 DISEÑO DE CARGAS EN EDIFICIOS. MÉTODOS DE ANÁLISIS DE LAS CARGAS (REGLAMENTOS CIRSOC) ,Jorge Bernal,10,99000,89100,EDICIONES DE LA U,0
 TIERRA FIRME ,Matilde Asensi,20,29000,23200,BOOKET,2019
 ATRÉVETE A SOÑAR  ,Ignacia Antonia,20,52000,41600,ALTEA,2019
 EL SONIDO DE LAS OLAS  ,Margarita García Robayo,20,63000,50400,ALFAGUARA,2020
 VUELO 19  ,José Antonio Ponseti,20,69000,55200,SUMA DE LETRAS,2019
 EL TRIDENTE DEL PODER ESTRATEGICO INTELIGENCIA OPERACIONES ESPECIALES Y PODER CIBER EN EL SIGLO XXI ,Luis Alexander  Montero Moncada,20,45000,36000,PLANETA,0
 AMAZON ECHO Y ALEXA ,Roman Alexander,10,49000,44100,EDICIONES DE LA U LIMITADA,0
 TANTAS VUELTAS PARA LLEGAR A CASA ,Carolina Ponce De León Nieto,20,49000,39200,EDITORIAL PLANETA,2020
 MI PRIMER MALETIN DE CUENTOS Y CALCOMANIA ,Disney,20,39000,31200,PLANETA,2020
 POR UN FUTURO BRILLANTE ,Paul Mason,20,79000,63200,PAIDOS,0
 LA DESCONOCIDA  ,Tess Sharpe,20,55000,44000,DESTINO,2021
 EL SECRETO DEL GOZO (LECTURA FÁCIL) ,Karla Fernandez,30,24000,16800,LIFEWAY CHRISTIAN RESOURCES,2020
 TODA UNA VIDA ,Leonidas Gomez Gomez,20,42000,33600,BRONCE,0
 EL GRAN LIBRO DE LETTERING PARA NIÑOS  ,Helena Ecija Martinez,20,29900,23920,B DE BLOK,2021
 1984 (EDICIÓN ESCOLAR) (EDICIÓN DEFINITIVA AVALADA POR THE ORWELL ESTATE)  ,George Orwell,20,59000,47200,DEBOLSILLO,2021
 REPENSAR LA VENTAJA COMPETITIVA  ,Ram Charan,20,52000,41600,CONECTA,2021
 ROSARIO TIJERAS NOVELA GRAFICA  ,Jorge Franco,20,65000,52000,RANDOM COMICS,2021
 ANÍMATE ,"Rojas Posada, Santiago",20,39000,31200,BOOKET,2021
 INNOVADORES A RIENDA SUELTA  ,Jim Stengel,20,29000,23200,PAIDÓS,2019
 BELOVED (COLECCIÓN PREMIOS NOBEL DE LITERATURA)  ,Toni Morrison,20,42000,33600,DEBOLSILLO,2019
 MARÍA MONTESSORI (OTROS NO FICCIÓN) ,Ariadna Castellarnau; Mercedes Castro D&Iacute;Az,10,31000,27900,RBA LIBROS,2019
 ENCUENTROS POESIA CROATA CONTEMPORANEA ,Lovrencic Zeljka,40,25000,15000,ESCARABAJO,0
 PERFECTOS MENTIROSOS 2  ,Alex Mírez,20,62000,49600,MONTENA,2021
 ANTOLOGÍA PERSONAL  ,Juan Manuel Roca,20,65000,52000,LUMEN,2021
 EL ESPEJO DE NUESTRAS PENAS  ,Pierre Lemaitre,20,71000,56800,SALAMANDRA,2021
 LIDERES POR NATURALEZA  ,Mauricio Castillo Sanchez,20,54000,43200,TALLER DEL EXITO,2020
 PACK EL GRITO DE LAS FLORES 1  ,Varios Autores,30,80000,56000,CALIXTA EDITORES SAS,2022
 AGENDA IKIGAI 2023  ,Libros De Francesc Miralles,10,70000,63000,URANO,2022
 UN DUETO OSCURO  ,Victoria Schwab,30,57000,39900,PUCK,2018
 STAMINA: LA VIRTUD QUE TRANSFORMA ANHELOS EN LOGROS ,Lucas Leys,35,45440,29536,E625,2019
 CARRUSEL DE CUENTOS. PEQUEÑOS PIRATAS / UN AVENTURERO ESPACIAL  ,Disney,20,18900,15120,PENGUIN RANDOM HOUSE GRUPO EDITORIAL ARGENTINA,2016
 LA CAPTURA DE MACALÉ  ,Andrea Camilleri,20,65000,52000,SALAMANDRA,2016
" RESOLUCIÓN DE CONFLICTOS. NUEVOS DISEÑOS, NUEVOS CONTEXTOS  ",Dora Fried Schnitman,25,124900,93675,GRANICA,2000
 MI PRIMER RELOJ DISNEY ,Sin Autor,20,59000,47200,PLANETA JUNIOR,0
 HEROES CONTRA EL MAL MI LIBRO AMIGO MIRA ,Sin Autor,20,34900,27920,PLANETA JUNIOR,0
 CREA Y DIVAGA  ,Jeff  Bezos,40,65000,39000,PAIDOS,2020
 GUIA PRACTICA PARA ENTENDER EL SUBSISTEMA NACIONAL DE LA CALIDAD SICAL ,Alejandro Giraldo Lopez,10,47900,43110,LEGIS,0
 CORRER O MORIR  ,James Dashner,30,72000,50400,V&R EDITORAS,2023
 CONSTRUYE UNA LOCOMOTORA EN 3D  ,Varios Autores,20,69000,55200,LANTAARN,2017
 UN GRAN TESORO; CANCIONES Y RIMAS  ,Varios Autores,20,49000,39200,PARRAMÓN,2017
 TIERRA DE LAS HISTORIAS 6 LOS MUNDOS COLISIONAN ,"Colfer, Chris",30,98000,68600,VRYA,2023
" FANATISMOS, MITOS Y FUSILES ",Victor De Currea Lugo,30,50900,35630,LIBROS INTERMEDIO,2022
 INTELIGENCIA EMOCIONAL EN EL AMOR ,Pablo Nachtigall,30,48900,34230,LIBROS INTERMEDIO,2022
 JAGUAR  ,Santiago Wills,20,56000,44800,LITERATURA RANDOM HOUSE,2022
 CÓMO AVANZA COLOMBIA  ,Mauricio Cárdenas Santamaría,20,60000,48000,AGUILAR,2021
 ÑAMÉRICA  ,Martín Caparrós,20,74000,59200,LITERATURA RANDOM HOUSE,2021
 LA VILLA DE LA SEDA  ,Tabea Bach,20,59000,47200,GRUPO PLANETA,2021
 HUELLAS PELIGROSAS 5  ,Erin Hunter,20,62000,49600,SALAMANDRA INFANTIL Y JUVENIL,2021
 ENCRUCIJADAS  ,Jonathan Franzen,20,77000,61600,SALAMANDRA,2021
 CAPITALISMO SOLIDARIO  ,Rich Devos,20,69000,55200,TALLER DEL EXITO,2021
 UN HOGAR EN EL MUNDO  ,Amartya Sen,20,72000,57600,TAURUS,2021
 LA CALAVERA ES CALVA ,Daniel Espinosa Escallón,40,40000,24000,,0
 LOS REYES MALDITOS 3 LOS VENENOS DE LA CORONA  ,Maurice Druon,20,47000,37600,BDEBOLSILLO,2017
 LOLA VENDETTA UNA HABITACIÓN PROPIA CON WIFI  ,Raquel Riba Rossy,20,60000,48000,LUMEN,2021
 COLOREA Y DIVIERTETE ENCANTO ,Sin Autor,20,16900,13520,PLANETA JUNIOR,0
 DANTE  ,Matteo Strukul,20,68000,54400,EDICIONES B,2022
 EL MUNDO EN LA ANTIGUEDAD TARDÍA  ,Peter Brown,20,62000,49600,TAURUS,2022
 CANCIÓN DE ANTIGUOS AMANTES  ,Laura Restrepo,20,70000,56000,ALFAGUARA,2022
 ¡VAMOS!  ,Luis Alberto Moreno,20,59000,47200,DEBATE,2022
 LOS HOMBRES DE PUTIN ,Catherine Belton,20,135000,108000,ARIEL,0
 DEL AGUA AL DESIERTO ,"Bibliowicz, Azriel",20,69000,55200,TUSQUETS,2022
 DIARIO DE UN MÉDIUM  ,Mikel Lizarralde,20,57000,45600,VERGARA,2022
 ANÁLISIS DE CIRCUITOS ELÉCTRICOS. UN ENFOQUE TEÓRICO ,Álvaro Acosta Montoya,10,109000,98100,EDICIONES DE LA U,2022
 DAMIAN  ,Álex Mirez,0,99900,99900,GRUPO SIN FRONTERAS,2022
 DIARIO DE UNA SOFIA  ,Paola Andrea Fernández Zapata,30,51900,36330,LIBROS INTERMEDIO,2022
 CRONICAS LUNARES LIBRO PARA COLOREAR  ,"Meyer, Marissa",30,72000,50400,V & R  EDITORAS,2023
 TIERRA DE LAS HISTORIAS 2 EL REGRESO DE LA HECHICERA  ,Chris Colfer,30,98000,68600,VR YA,2022
 101 CUENTOS DISNEY MAGIA Y AVENTURAS  ,El Gato De Hojalata,20,29900,23920,PENGUIN RANDOM HOUSE GRUPO EDITORIAL ARGENTINA,2021
 PIJAMA DE UNICORNIOS  ,El Gato De Hojalata,20,12900,10320,PENGUIN RANDOM HOUSE GRUPO EDITORIAL ARGENTINA,2021
 LUNA LLENA ,Aki Shimazaki,20,55000,44000,GRUPO PLANETA,0
 EL RESTO DEL MUNDO RIMA  ,Carolina Bello,20,52000,41600,LITERATURA RANDOM HOUSE,2022
" CIUDAD DE LA MUERTE, LA (COL) ","Migliore, Vanessa R.",20,75000,60000,PUCK (COL),2022
 NINJA KID 3. EL RAYO NINJA  ,Anh Do,20,49000,39200,MOLINO,2022
 SIN MIEDO  ,Rafael Santandreu,20,62000,49600,GRIJALBO,2022
 BELLE MORTE  ,Bella Higgin,20,59000,47200,MONTENA,2022
" EVA, ALFA Y OMEGA ",Aurora Venturini,20,59000,47200,TUSQUET,2022
 XENOFOBIA AL ROJO VIVO EN COLOMBIA ,Maryluz Vallejo,20,69000,55200,CRITICA,2022
 REPARTIR EL PASTEL ,Barry Nalebuff,20,69000,55200,EMPRESA ACTIVA,0
" ¡NO VENDAS, HAZ QUE TE COMPREN! NEUROVENTAS.  7 PASOS UN CAMINO ",Jordi Llonch,10,64000,57600,EDICIONES DE LA U,2022
 CREACIÓN DE CONTRATOS INTELIGENTES EN LA RED BLOCKCHAIN DE ETHEREUM CON SOLIDITY ,Wilmar Alonso Ramírez Gil Y Carlos Mario Ramírez Gil,10,112000,100800,EDICIONES DE LA U,2022
 MIS AMIGOS/ UNA HIPOPÓTAMA HAMBRIENTA ,Varios,30,69900,48930,SIN FRONTERAS KIDS,2022
 POESÍA REUNIDA ,Piedad Bonnet,20,75000,60000,PENGUIN RANDOM HOUSE,0
 EL CASO CHRISTIE ,Nina  Gramont,20,69000,55200,UMBRIEL,2022
 LA ESCUELA DEL BIEN Y DEL MAL VI UN REY VERDADERO ,Soman Chainani,20,99000,79200,PUCK,2022
 PROGRAMACIÓN ORIENTADA A OBJETOS EN JAVA. BUENAS PRÁCTICAS ,Miguel Hernández Bejarano,10,84000,75600,EDICIONES DE LA U,2023
 EL PLACER DEL VINO Y LOS ESPIRITUOSOS ,Liliana Riveros Jiménez,30,55900,39130,CÍRCULO DE LECTORES,2022
 A LO LEJOS (ALGUIEN)  ,Gustavo Parada Aguirre,40,30000,18000,ESCARABAJO EDITORIAL,2020
 SERVICIO AL CLIENTE EN UN NUEVO MUNDO ,"Vallejo Lopez, Gabriel",20,55000,44000,CONECTA,2022
 EL LIBRO MAGICO DE POMBO ,Sin Autor,20,69000,55200,PLANETA JUNIOR,0
 TODO ARDE ,"Gómez-Jurado, Juan",20,75000,60000,EDICIONES B,2022
 EL TESORO DE LOS VALORES PEQUEÑAS LECCIONES DE VIDA / PD  ,Pikids,30,129900,90930,CÍRCULO DE LECTORES,2022
 ESTÁTICA PARA INGENIERÍA ,Juan Herrera Sierra,10,86000,77400,EDICIONES DE LA U,2022
 RELATOS MITOLÓGICOS DE HEROES ,Varios,10,30000,27000,PLAN LECTOR PLANETA,2022
 DEPURACIÓN HEPÁTICA ,"Zaplana, Carla",20,55000,44000,DIANA,2023
 AQUÍ NO HAY SED ,"Villarreal, Alberto",20,49000,39200,EDITORIAL PLANETA,2023
 LECCIONES DE JUVENTUD ,"Steel, Danielle",20,65000,52000,PLAZA & JANES,2022
 LIBRO HISTORIAS PEQUEÑITAS DISNEY BABY ,Equipo Novelty,30,52900,37030,SIN FRONTERAS GRUPO EDITORIAL,2022
 BABY EINSTEIN MI PRIMER BUSCA Y ENCUENTRA [ILUSRADO]  ,Aa. Vv.,30,74900,52430,CÍRCULO DE LECTORES,2022
" SOL, EL ","Sanín, Carolina",20,52000,41600,RANDOM HOUSE,2022
 LOS MEJORES CUENTOS DE FANTASMAS  ,Varios Autores,20,34900,27920,MESTAS EDICIONES,2016
 EL LIBRO DE LA SELVA ,Ruyard Kipling,20,29900,23920,MESTAS,0
 VIOLETA & NICANOR  ,Patricia Cerda,20,45000,36000,PLANETA,2014
 EL HOMBRE PREHISTÓRICO ES TAMBIÉN UNA MUJER  ,Marylène Patou-Mathis,20,69000,55200,LUMEN,2022
 TRES DÍAS Y UNA VIDA  ,Pierre Lemaitre,20,46000,36800,SALAMANDRA BOLSILLO,2021
 HOMO CAPENSIS  ,"Mario Mendoza , Keco Olano, Heidi Patricia Muskus Ealo",20,35000,28000,GRUPO PLANETA,2021
 LA AMANTE DEL TERCER REICH  ,Jennifer Cody Epstein,20,71000,56800,EDICIONES B,2021
 LA BIBLIOTECA DE PARÍS  ,Janet Skeslien Charles,20,71000,56800,SALAMANDRA,2021
 MIGRANTES DE OTRO MUNDO  ,Centro Latinoamericano De Investigación Periodística (Clip),20,59000,47200,AGUILAR,2021
 ZOOLÓGICO HUMANO  ,Ricardo Silva Romero,20,72000,57600,ALFAGUARA,2021
 LA ÚNICA MUJER  ,Marie Benedict,20,69000,55200,PLANETA,2021
 MUERTE EN EL CLUB DE LECTURA ,Malena De Windt,30,48900,34230,LIBROS INTERMEDIO,2022
 MINI DIVERTILIBROS  ,Phidal Publishing Inc,20,39900,31920,PHIDAL,2020
 TESORO DE CUENTOS ,Disney,30,103900,72730,PUBLICATIONS/,0
 NATANAEL DIAZ ,Luis Carlos  Castillo Gomez,20,75000,60000,CRITICA,0
 LA PRIMERA CRUZADA ,Peter Frankopan,20,75000,60000,CRITICA,0
 LA SUPERLIGA ,Berocay / Blasco / Eslava / Falconi / Mariño / Mendez / Ordoñez / Schujer / Silva  Romero,80,200072,40014,RICHMOND,0
 MISION ECONOMIA  ,Mariana Mazzucato,20,52000,41600,TAURUS,2022
 RILLA LA DE INGLESIDE ,Lucy Maud Montgomery,30,35000,24500,BLANCO & NEGRO,2022
 LEYENDA VIVA  ,Martín Nova,40,79000,47400,GRUPO PLANETA,2022
 CUENTOS NATURALES  ,Carlos Fuentes,20,52000,41600,ALFAGUARA,2008
 HISTORIA DE UN CANALLA  ,Julia Navarro,20,65000,52000,DEBOLSILLO,2022
 BABY ANIMALES  ,Varios,30,42900,30030,SIN FRONTERAS KIDS,2022
 ENCANTO  ,Disney,20,35000,28000,GRUPO PLANETA,2021
 ¿POR QUÉ INCUMPLIMOS LA LEY? ,"Bermúdez Merizalde, Jaime",20,49000,39200,ARIEL,2021
 ES MI TURNO  ,Ilia Calderon,20,59000,47200,AGUILAR,2021
 EL PODER DEL ESPEJO ,Louise Hay,20,54000,43200,URANO,0
 MEDITAR ,"Restrepo, Rodrigo",20,59000,47200,DIANA,2021
 VIAJE AL CENTRO DE LA TIERRA  ,Jules Verne,20,59000,47200,MOLINO,2021
 EL SECRETO DE LA MANSIÓN (RESUELVE EL MISTERIO 1)  ,Lauren Magaziner,20,59000,47200,MOLINO,2021
 ARIADNA  (NAL) ,"Saint, Jennifer",20,59000,47200,URANO,0
 COLOMBIA ES PASION  ,Matt  Rendell,20,59000,47200,PLANETA,2022
 CRIMEN Y CASTIGO  ,Fiodor Dostoievski,30,40000,28000,EDITORIAL BLANCO & NEGRO,2022
 LA VIDA SON MUCHAS COSAS ,Varios Autores,40,50000,30000,ESCARABAJO EDITORIAL,0
 CAZADORES DE UTOPÍAS IMPOSIBLES ,"Alfaro, Gustavo Julio",20,85000,68000,EDITORIAL PLANETA,2022
 CUANDO EL MUNDO ERA JOVEN ,"Korn, Carmen",20,85000,68000,EDITORIAL PLANETA,2022
 DESPIERTA EL GENIO FINANCIERO DE TUS HIJOS  ,Robert T. Kiyosaki,20,54000,43200,DEBOLSILLO,2022
 CUENTOS Y AVENTURAS  ,Nickelodeon,20,45000,36000,PHIDAL,2022
 PARA LEER A SHAKESPEARE  ,Estanislao Zuleta,20,49000,39200,ARIEL,2022
 RAKUGAKI ,Bunpei Yorifuji,20,79000,63200,BLACKIE BOOKS,2022
 LAS LAGRIMAS DEL COCODRILO  ,Amalia Low,20,39000,31200,B DE BLOK,2021
 EQ INTELIGENCIA EMOCIONAL  ,Doris Martin,10,93000,83700,EDAF,2012
 UNA JUVENTUD  ,Patrick Modiano,20,49900,39920,ANAGRAMA,2018
 UNA VIDA GENIAL  ,Max Lugavere,20,54000,43200,GRIJALBO,2021
 SILENCIO  ,Thich Nhat Hanh,20,54000,43200,URANO,0
 DIMELO EN SECRETO  ,Mercedes Ron,20,63000,50400,MONTENA,2022
 INSURGENTE  (SAGA DIVERGENTE 2)  ,Veronica Roth,20,59000,47200,MOLINO,2021
" EXILIADOS, UNA NOCHE EN BUENOS AIRES ",Christian Rodríguez,40,40000,24000,ESCARABAJO EDITORIAL,2022
 SOLO TÚ LE DARÁS RESPIRO ,Diego Garrido Barreto,40,35000,21000,ESCARABAJO EDITORIAL,2022
 CANCIONES PARA EL INCENDIO  ,Juan Gabriel Vásquez,20,63000,50400,ALFAGUARA,2018
 MUNDO DE LAS PALABRAS  ,Anónimo,20,15900,12720,PENGUIN RANDOM HOUSE GRUPO EDITORIAL ARGENTINA,0
 TRES DESCONOCIDAS  ,Patrick Modiano,20,74900,59920,ANAGRAMA,2018
 CUENTOS INESPERADOS ,Varios,30,44900,31430,SIN FRONTERAS KIDS,2022
 DINOSAURIOS PARA COLOREAR  ,Varios Autores,20,39900,31920,EL GATO DE HOJALATA,2023
 HORA DEL BAÑO  ,El Gato De Hojalata,20,19900,15920,PENGUIN RANDOM HOUSE GRUPO EDITORIAL ARGENTINA,2021
 EL INSTANTE MÁGICO  ,Marcus Chown,20,74000,59200,BLACKIE BOOKS,2022
 10 AÑOS CON MAFALDA  ,Quino,10,91000,81900,DE LA FLOR,1998
 FACUNDO  ,Domingo F. Sarmiento,10,20000,18000,GRADIFCO,2016
 GATURRO 5  ,Nik,10,56000,50400,DE LA FLOR,2007
 EL RUISEÑOR  ,Kristin Hannah,20,57000,45600,DEBOLSILLO,2022
" LUIS, HERMANO MIO  ",Beatriz Caballero,20,76000,60800,TAURUS,2022
 ANA LA DE AVONLEA ,Lucy Maud  Montgomery,30,35000,24500,EDITORIAL BLANCO Y NEGRO SAS,0
 MINNIE  ,Disney,20,39000,31200,PLANETA JUNIOR,2022
 UTOPÍA PARA REALISTAS  ,Rutger Bregman,20,65000,52000,SALAMANDRA,2021
 MIRABELLA Y EL HECHIZO DEL DRAGÓN  ,Harriet Muncaster,20,44000,35200,ALFAGUARA INFANTIL JUVENIL,2022
 REINVENTAR EL AMOR ,"Chollet, Mona",20,59000,47200,EDICIONES PAIDÓS,2023
 ENOLA HOLMES 3. EL CASO DE LOS EXTRAÑOS ,"Springer, Nancy",20,52000,41600,MOLINO,2023
 EXPLORA Y DESCUBRE ,El Gato De Hojalata,20,27900,22320,EL GATO DE HOJALATA,2021
 TIENES SUPERPODERES  ,"Shefali Tsabary, Renee Jain",20,54000,43200,B DE BLOK,2022
 TODO LO QUE TENGO LO LLEVO CONMIGO (COLECCIÓN PREMIO NOBEL DE LITERATURA)  ,Herta Müller,20,42000,33600,DEBOLSILLO,2022
 LOS MEJORES CUENTOS DE CASAS EMBRUJADAS ,"Baldwin Dickens, Bierce, Chesterton, Le Fanu",20,34900,27920,,0
 EL CABALLO POLO  ,El Gato De Hojalata,20,49900,39920,EL GATO DE HOJALATA,2022
 SUPER TIBURONES: Y OTRAS CRIATURAS DE LAS PROFUNDIDADES  ,Dk,20,149900,119920,DK CHILDREN,2018
 VIAJE A AVALON: LA PEREGRINACIÓN DE UNA MUJER EN LA MITAD DE LA VIDA  ,Jean Shinoda Bolen,30,99000,69300,EDITORIAL KAIRÓS SA,2012
 LA VERDADERA Y SINGULAR HISTORIA DE LA PRINCESA Y EL DRAGÓN  ,José Luis Alonso De Santos,20,39900,31920,CASTALIA EDICIONES,2012
 DIARIO DE GREG 4 DÍAS DE PERROS  ,Jeff Kinney,30,54000,37800,MOLINO,2022
 CAPERUCITA ROJA  ,Bel Olid,10,16000,14400,COMBEL EDITORIAL,2018
 ÓRDENES DEL AMOR. CURSOS SELECCIONADOS DE BERT HELLINGER  ,Bert Hellinger,10,111000,99900,HERDER,2011
 UN CURSO DE MILAGROS  , Foundation For Inner Peace,0,89000,89000,FOUNDATION FOR INNER PEACE,2018
 GUÍA FÁCIL DE FENG SHUI: UN ENFOQUE MODERNO Y PERSONALIZADO PARA LOGRAR LA ARMONÍA EN NUESTRO ENTORNO CON EL ANCESTRAL ARTE DEL FENG SHUI (GUIA FACIL)  ,Bernd Nossack,20,39900,31920,ROBINBOOK,1998
 HISTORIA DEL PENSAMIENTO FILOSOFICO Y CIENTIFICO (T. 1)  ,"Dario Antiseri,Giovanni Reale",10,187000,168300,HERDER,2010
 ELOGIO DE LOS JUECES ESCRITO POR UN ABOGADO  ,Piero Calamandrei,10,91000,81900,EDITORIAL REUS S.A.,2009
" POR FAVOR, SEA BREVE: ANTOLOGÍA DE RELATOS HIPERBREVES (VOCES  ",Varios Autores,10,102000,91800,PAGINAS DE ESPUMA,2013
 EXPULSIONES BRUTALIDAD Y COMPLEJIDAD EN LA ECONOMIA GLOBAL ,Saskia Sassen,10,62000,55800,KATZ EDITORES,0
 GESTIÓN DE BUFETES DE ABOGADOS  ,Juan Pérez De Siles Hervía,10,32000,28800,EDICIONES DE LA U,2013
" LAS 4 HABILIDADES DEL ABOGADO EFICAZ, LA BUENA PRÁCTICA  ",Julio García Ramírez,10,56000,50400,EDICIONES DE LA U,2013
 LA SELVA DEL LENGUAJE: INTRODUCCIÓN A UN DICCIONARIO  DE LOS SENTIMIENTOS (ARGUMENTOS)  ,Jose Antonio Marina,20,84900,67920,ANAGRAMA,1999
 DESCUBRIENDO EL BITCOIN  ,Andrei Boar,25,107200,80400,PROFIT,2018
 DOCE Y MEDIO  ,Gary Vaynerchuk,20,97000,77600,REVERTE,2023
 EL HOMBRE MAS RICO DE BABILONIA  ,George Samuel Clason,20,65000,52000,REVERTE,2023
 UN HOMBRE LLAMADO MUÑECA ,Jonathan Ames,20,86000,68800,PRINCIPAL DE LOS LIBROS,2021
 LA MAGIA DEL AYUNO  ,Isabel Belaustegui,10,87000,78300,INTEGRAL,2020
 INHERITANCE: A VISUAL POEM (LIBRO EN INGLÉS) ,Elizabeth Acevedo,20,89900,71920,QUILL TREE BOOKS,2022
 LOS VOLCANES  ,Joan Marti Molist,10,66000,59400,LOS LIBROS DE LA CATARATA,2011
 EL RATON DE BIBLIOTECA #2  ,"Kazuki, Miya",20,49000,39200,KITSUNE BOOKS,2022
 TONI MESTRE CONTA: LA RABOSA I EL CORB (RONDALLES VALENCIANES)  ,Enric Valor I Vives,25,94600,70950,EDICIONS DEL BULLENT,0
 HORROR STORIES  ,Edgar Allan Poe,10,38900,35010,PLUTON,2016
 CARTAS DE PREGUNTA A TUS GUIAS  ,Sonia Choquette,25,143700,107775,SIRIO,2017
 POR QUÉ LA GUERRA?  ,Sigmund Freud,10,63000,56700,MINUSCULA,2001
 TERMODINAMICA BASICA PARA INGENIEROS  ,Jimmy German Hidalgo Estrella,10,45000,40500,EDICIONES DE LA U,2019
 FEDÓN  ,Platón,10,54000,48600,GREDOS,2014
 BAILANDO CON ELEFANTES  ,Jarem Sawatsky,25,81600,61200,SIRIO,2019
 3. ÉTICA A NICÓMACO  ,Arist&Oacute;Teles,10,97000,87300,GREDOS,2019
 MORTINA 3: EL AMIGO FANTASMA  ,Barbara Cantini,10,70000,63000,LA GALERA,2020
 SOLENOIDE ,Mircea Cartarescu,10,142000,127800,IMPEDIMENTA,2018
 EL CANTAR DE ROLDÁN  ,Valpierre,10,48000,43200,EDICIONES AKAL,2006
 EL CORAZÓN DEL CHAMÁN: HISTORIAS Y PRÁCTICAS DEL GUERRERO LUMINOSO ,Alberto Villoldo,25,84500,63375,EDITORIAL SIRIO,2020
 MISTERIOSA. LAS HISTORIAS DE OLGA DE PAPEL ,Elisabetta Gnone,30,70000,49000,DUOMO EDICIONES,2019
 LOS CONJURADOS  ,Alberto Guerra Naranjo,30,116000,81200,MALPASO EDICIONES,2021
 LA CAIDA DEL HOMBRE  ,Grayson Perry,30,101000,70700,MALPASO EDICIONES,2021
 SOJI: EL MÉTODO BUDISTA PARA LIMPIAR EL ESPÍRITU Y CREAR ESPACIO EN TU CORAZÓN: EL ARTE DE LA LIMPIEZA BUDISTA PARA PURIFICAR EL ALMA Y CREA (BIENESTAR) ,Shoukei Matsumoto,20,70000,56000,KITSUNE BOOKS,2022
 EL RITUAL DE LA SERPIENTE ,Aby Warburg,10,104000,93600,SEXTO PISO,2022
 FOBOCRACIA  ,Peter Sloterdijk,10,38000,34200,GODOT EDICIONES,2023
 EL BLANCO MOVIL (SERIE NEGRA)  ,Ross Macdonald,10,33000,29700,RBA,2010
 DIA QUE TE QUIERAS EL RUST P&J  ,Betancurt Maria Cecilia,10,37000,33300,PLAZA & JANES COLOMBIA,2013
 EL ÚLTIMO SECRETO DE LOS DEVERILL  ,Santa Montefiore,30,74000,51800,TITANIA,2019
 21 DÍAS PARA RENACER ,Various Authors,30,99000,69300,URANO,2019
 LAS CRUZADAS: UNA NUEVA HISTORIA DE LAS GUERRAS POR TIERRA SANTA ,Thomas Asbridge,20,229000,183200,ATICO DE LOS LIBROS,2019
 LIMITES  ,Miriam Tirado Torras,20,64000,51200,URANO,2022
 SQUAD  ,Maggie Tokuda-Hall,20,80000,64000,MAB GRAPHIC,2022
 SIGNOS DE ESCRITURA  ,Roy Harris,10,63000,56700,GEDISA,1999
 FELICIDAD  ,Thich Nhat Hanh,10,87000,78300,KAIROS,2013
 LAS MIL Y UNA NOCHES  ,Desconocido,10,95000,85500,EDITORIAL ALMA,2019
 EL ALMA DEL CONTROLADOR AÉREO  ,Justo Navarro,20,59900,47920,EDITORIAL ANAGRAMA S.A.,2000
" MEDICINA OCULTA, CURACIÓN MENTAL  ",C. W. Leadbeater,20,29900,23920,MESTAS,2011
 MAMA.   OTRA VEZ!  ,Marisa Brel,40,46000,27600,URANO,2013
 KALIMÁN EN JERICÓ (BAMBÚ VIVENCIAS)  ,Àngel Burgas,10,47000,42300,BAMBÚ,2014
 LA CIENCIA DEL AMOR  ,Ramiro Calle,20,74900,59920,IMP. CAUCE LIBROS - EDICIONES MORATA,2011
 DIBUJOS ANIMADOS  ,Felix Romeo,20,39000,31200,ANAGRAMA,2012
 HO'OPONOPONO (ESENCIALES)  ,Inhoa Makani,20,29900,23920,ROBINBOOK,2014
 EL FUTURO YA ESTA AQUI: EL NUEVO MUNDO QUE ESTA LLEGANDO Y COMO P REPARARSE PARA LOS CAMBIOS QUE CONLLEVA  ,Jorge Blaschke,20,49900,39920,MA NON TROPPO,2016
 LA PRACTICA DEL HO'OPONOPONO. EL METODO MAS SENCILLO Y EFICAZ PARA LIBERARSE DEL PASADO  ,Clara Lark,20,49900,39920,ROBINBOOK,2016
 5. 000 DATOS SORPRENDENTES  ,Varios Autores,30,98000,68600,NATIONAL GEOGRAPHIC,2017
 PARAÍSO ALTO  ,Julio José Ordovás,20,69900,55920,ANAGRAMA,2018
